time us,CH1 mV
1.51E+00,-31.2
1.51E+00,-8.8
1.51E+00,-23.2
1.51E+00,-24.8
1.52E+00,-6.4
1.52E+00,-23.2
1.52E+00,-20.8
1.52E+00,-0.8
1.52E+00,-11.2
1.52E+00,-13.6
1.52E+00,-12.8
1.52E+00,-12.8
1.52E+00,0
1.52E+00,3.2
1.52E+00,22.4
1.52E+00,15.2
1.52E+00,31.2
1.52E+00,4.8
1.52E+00,15.2
1.52E+00,16
1.52E+00,-5.6
1.52E+00,-16.8
1.52E+00,-2.4
1.52E+00,13.6
1.52E+00,24.8
1.52E+00,-10.4
1.52E+00,-5.6
1.52E+00,22.4
1.52E+00,-10.4
1.53E+00,-20.8
1.53E+00,-8
1.53E+00,-29.6
1.53E+00,-32.8
1.53E+00,-31.2
1.53E+00,-28.8
1.53E+00,-10.4
1.53E+00,-14.4
1.53E+00,-29.6
1.53E+00,-17.6
1.53E+00,-14.4
1.53E+00,-8
1.53E+00,-9.6
1.53E+00,0
1.53E+00,-23.2
1.53E+00,-21.6
1.53E+00,1.6
1.53E+00,-1.6
1.53E+00,-14.4
1.53E+00,-4
1.53E+00,-14.4
1.53E+00,3.2
1.53E+00,8.8
1.53E+00,-15.2
1.53E+00,15.2
1.54E+00,12
1.54E+00,0
1.54E+00,-9.6
1.54E+00,-2.4
1.54E+00,12
1.54E+00,-0.8
1.54E+00,-0.8
1.54E+00,8.8
1.54E+00,20.8
1.54E+00,13.6
1.54E+00,-12
1.54E+00,-21.6
1.54E+00,-29.6
1.54E+00,-10.4
1.54E+00,9.6
1.54E+00,-4.8
1.54E+00,2.4
1.54E+00,44.8
1.54E+00,64
1.54E+00,35.2
1.54E+00,8.8
1.54E+00,4.8
1.54E+00,14.4
1.54E+00,17.6
1.54E+00,34.4
1.55E+00,46.4
1.55E+00,38.4
1.55E+00,2.4
1.55E+00,-8
1.55E+00,-4
1.55E+00,-12.8
1.55E+00,-2.4
1.55E+00,22.4
1.55E+00,16.8
1.55E+00,-20
1.55E+00,-34.4
1.55E+00,-28
1.55E+00,-19.2
1.55E+00,-4
1.55E+00,16
1.55E+00,4
1.55E+00,22.4
1.55E+00,16
1.55E+00,42.4
1.55E+00,48.8
1.55E+00,42.4
1.55E+00,12.8
1.55E+00,2.4
1.55E+00,-10.4
1.55E+00,1.6
1.56E+00,24
1.56E+00,25.6
1.56E+00,4.8
1.56E+00,16
1.56E+00,-6.4
1.56E+00,-23.2
1.56E+00,-8
1.56E+00,6.4
1.56E+00,0
1.56E+00,0.8
1.56E+00,4.8
1.56E+00,20.8
1.56E+00,-6.4
1.56E+00,-16.8
1.56E+00,-4
1.56E+00,14.4
1.56E+00,-9.6
1.56E+00,-11.2
1.56E+00,0
1.56E+00,24.8
1.56E+00,-4
1.56E+00,-8.8
1.56E+00,-0.8
1.56E+00,3.2
1.56E+00,-30.4
1.57E+00,-12.8
1.57E+00,19.2
1.57E+00,1.6
1.57E+00,-7.2
1.57E+00,10.4
1.57E+00,24.8
1.57E+00,-0.8
1.57E+00,0
1.57E+00,13.6
1.57E+00,39.2
1.57E+00,43.2
1.57E+00,24.8
1.57E+00,50.4
1.57E+00,26.4
1.57E+00,0
1.57E+00,-7.2
1.57E+00,-17.6
1.57E+00,-28
1.57E+00,-21.6
1.57E+00,-20
1.57E+00,-24.8
1.57E+00,-4.8
1.57E+00,-21.6
1.57E+00,-31.2
1.57E+00,0
1.58E+00,-7.2
1.58E+00,-1.6
1.58E+00,-21.6
1.58E+00,-28.8
1.58E+00,17.6
1.58E+00,30.4
1.58E+00,24
1.58E+00,5.6
1.58E+00,-2.4
1.58E+00,12
1.58E+00,-8.8
1.58E+00,-12.8
1.58E+00,-3.2
1.58E+00,0.8
1.58E+00,-12.8
1.58E+00,-21.6
1.58E+00,-4
1.58E+00,-8
1.58E+00,5.6
1.58E+00,-10.4
1.58E+00,-7.2
1.58E+00,2.4
1.58E+00,-28.8
1.58E+00,4
1.58E+00,14.4
1.59E+00,14.4
1.59E+00,3.2
1.59E+00,-4.8
1.59E+00,20.8
1.59E+00,24.8
1.59E+00,13.6
1.59E+00,11.2
1.59E+00,25.6
1.59E+00,5.6
1.59E+00,3.2
1.59E+00,-4.8
1.59E+00,11.2
1.59E+00,9.6
1.59E+00,24.8
1.59E+00,12.8
1.59E+00,24.8
1.59E+00,34.4
1.59E+00,0
1.59E+00,8
1.59E+00,-1.6
1.59E+00,12
1.59E+00,-2.4
1.59E+00,1.6
1.59E+00,-3.2
1.59E+00,-2.4
1.60E+00,-20.8
1.60E+00,13.6
1.60E+00,-13.6
1.60E+00,0.8
1.60E+00,-17.6
1.60E+00,-39.2
1.60E+00,-8.8
1.60E+00,-26.4
1.60E+00,-24.8
1.60E+00,-0.8
1.60E+00,-18.4
1.60E+00,10.4
1.60E+00,23.2
1.60E+00,33.6
1.60E+00,-15.2
1.60E+00,-24
1.60E+00,4
1.60E+00,19.2
1.60E+00,20
1.60E+00,4.8
1.60E+00,-5.6
1.60E+00,27.2
1.60E+00,21.6
1.60E+00,0
1.60E+00,-10.4
1.61E+00,10.4
1.61E+00,8
1.61E+00,36
1.61E+00,40
1.61E+00,2.4
1.61E+00,8.8
1.61E+00,21.6
1.61E+00,10.4
1.61E+00,21.6
1.61E+00,1.6
1.61E+00,-6.4
1.61E+00,-14.4
1.61E+00,-20.8
1.61E+00,-12
1.61E+00,-8
1.61E+00,-3.2
1.61E+00,-11.2
1.61E+00,-16.8
1.61E+00,-26.4
1.61E+00,-12.8
1.61E+00,-7.2
1.61E+00,-6.4
1.61E+00,-8.8
1.61E+00,15.2
1.61E+00,-10.4
1.62E+00,-4
1.62E+00,-6.4
1.62E+00,-9.6
1.62E+00,-8
1.62E+00,-18.4
1.62E+00,8.8
1.62E+00,0
1.62E+00,-14.4
1.62E+00,7.2
1.62E+00,-14.4
1.62E+00,0
1.62E+00,-1.6
1.62E+00,-26.4
1.62E+00,12.8
1.62E+00,30.4
1.62E+00,5.6
1.62E+00,8.8
1.62E+00,18.4
1.62E+00,21.6
1.62E+00,44.8
1.62E+00,5.6
1.62E+00,19.2
1.62E+00,4
1.62E+00,-12
1.62E+00,10.4
1.63E+00,12
1.63E+00,-12
1.63E+00,-14.4
1.63E+00,9.6
1.63E+00,-21.6
1.63E+00,-0.8
1.63E+00,-2.4
1.63E+00,5.6
1.63E+00,7.2
1.63E+00,0
1.63E+00,-4
1.63E+00,-1.6
1.63E+00,3.2
1.63E+00,12.8
1.63E+00,-5.6
1.63E+00,0.8
1.63E+00,16.8
1.63E+00,0
1.63E+00,2.4
1.63E+00,-16
1.63E+00,0.8
1.63E+00,8
1.63E+00,-16.8
1.63E+00,4
1.63E+00,8.8
1.64E+00,-6.4
1.64E+00,8
1.64E+00,-4
1.64E+00,2.4
1.64E+00,39.2
1.64E+00,40
1.64E+00,14.4
1.64E+00,1.6
1.64E+00,-10.4
1.64E+00,14.4
1.64E+00,29.6
1.64E+00,-4
1.64E+00,3.2
1.64E+00,14.4
1.64E+00,27.2
1.64E+00,12.8
1.64E+00,20.8
1.64E+00,-20
1.64E+00,-32
1.64E+00,-11.2
1.64E+00,-12
1.64E+00,-0.8
1.64E+00,-12
1.64E+00,-15.2
1.64E+00,-12
1.65E+00,0
1.65E+00,18.4
1.65E+00,20
1.65E+00,14.4
1.65E+00,-3.2
1.65E+00,-4.8
1.65E+00,14.4
1.65E+00,28
1.65E+00,-2.4
1.65E+00,2.4
1.65E+00,-4.8
1.65E+00,-3.2
1.65E+00,-12
1.65E+00,-6.4
1.65E+00,-4.8
1.65E+00,-16.8
1.65E+00,-21.6
1.65E+00,-0.8
1.65E+00,2.4
1.65E+00,-0.8
1.65E+00,-5.6
1.65E+00,-5.6
1.65E+00,21.6
1.65E+00,13.6
1.65E+00,-13.6
1.66E+00,9.6
1.66E+00,2.4
1.66E+00,10.4
1.66E+00,25.6
1.66E+00,26.4
1.66E+00,9.6
1.66E+00,15.2
1.66E+00,-2.4
1.66E+00,-59.2
1.66E+00,-35.2
1.66E+00,-32
1.66E+00,-37.6
1.66E+00,3.2
1.66E+00,8.8
1.66E+00,24.8
1.66E+00,19.2
1.66E+00,20
1.66E+00,36
1.66E+00,52
1.66E+00,12
1.66E+00,0
1.66E+00,-8
1.66E+00,-27.2
1.66E+00,-20.8
1.66E+00,1.6
1.67E+00,0
1.67E+00,22.4
1.67E+00,14.4
1.67E+00,-14.4
1.67E+00,-2.4
1.67E+00,8
1.67E+00,7.2
1.67E+00,-8
1.67E+00,-8
1.67E+00,-2.4
1.67E+00,-18.4
1.67E+00,-10.4
1.67E+00,0
1.67E+00,5.6
1.67E+00,8
1.67E+00,-9.6
1.67E+00,-5.6
1.67E+00,7.2
1.67E+00,34.4
1.67E+00,22.4
1.67E+00,3.2
1.67E+00,11.2
1.67E+00,32.8
1.67E+00,1.6
1.67E+00,2.4
1.68E+00,25.6
1.68E+00,31.2
1.68E+00,30.4
1.68E+00,0
1.68E+00,6.4
1.68E+00,0
1.68E+00,-0.8
1.68E+00,-23.2
1.68E+00,-19.2
1.68E+00,3.2
1.68E+00,-20
1.68E+00,0
1.68E+00,-22.4
1.68E+00,-17.6
1.68E+00,0.8
1.68E+00,8.8
1.68E+00,8
1.68E+00,31.2
1.68E+00,16
1.68E+00,1.6
1.68E+00,-2.4
1.68E+00,14.4
1.68E+00,22.4
1.68E+00,21.6
1.68E+00,-6.4
1.69E+00,2.4
1.69E+00,23.2
1.69E+00,27.2
1.69E+00,4.8
1.69E+00,16
1.69E+00,4.8
1.69E+00,-6.4
1.69E+00,-14.4
1.69E+00,-22.4
1.69E+00,-20.8
1.69E+00,-15.2
1.69E+00,6.4
1.69E+00,28.8
1.69E+00,23.2
1.69E+00,4.8
1.69E+00,-10.4
1.69E+00,25.6
1.69E+00,44.8
1.69E+00,14.4
1.69E+00,-12.8
1.69E+00,-3.2
1.69E+00,4
1.69E+00,-6.4
1.69E+00,-10.4
1.69E+00,-0.8
1.70E+00,-0.8
1.70E+00,-8.8
1.70E+00,-4.8
1.70E+00,-20.8
1.70E+00,-32.8
1.70E+00,-20.8
1.70E+00,-16.8
1.70E+00,-11.2
1.70E+00,-7.2
1.70E+00,15.2
1.70E+00,12
1.70E+00,0.8
1.70E+00,2.4
1.70E+00,-7.2
1.70E+00,-19.2
1.70E+00,-3.2
1.70E+00,13.6
1.70E+00,7.2
1.70E+00,17.6
1.70E+00,42.4
1.70E+00,28.8
1.70E+00,16
1.70E+00,17.6
1.70E+00,14.4
1.70E+00,5.6
1.71E+00,-19.2
1.71E+00,-10.4
1.71E+00,-23.2
1.71E+00,-16.8
1.71E+00,-6.4
1.71E+00,0.8
1.71E+00,-14.4
1.71E+00,-35.2
1.71E+00,-63.2
1.71E+00,-24
1.71E+00,-22.4
1.71E+00,-4
1.71E+00,8
1.71E+00,-5.6
1.71E+00,-14.4
1.71E+00,-36
1.71E+00,-4
1.71E+00,-8
1.71E+00,-15.2
1.71E+00,-10.4
1.71E+00,-0.8
1.71E+00,-8.8
1.71E+00,-16
1.71E+00,-4.8
1.71E+00,8
1.72E+00,-2.4
1.72E+00,0
1.72E+00,-16.8
1.72E+00,-4.8
1.72E+00,-12.8
1.72E+00,4
1.72E+00,-7.2
1.72E+00,0.8
1.72E+00,-1.6
1.72E+00,4.8
1.72E+00,9.6
1.72E+00,-1.6
1.72E+00,24.8
1.72E+00,11.2
1.72E+00,4
1.72E+00,10.4
1.72E+00,-0.8
1.72E+00,-4.8
1.72E+00,-14.4
1.72E+00,-13.6
1.72E+00,-17.6
1.72E+00,-23.2
1.72E+00,-8
1.72E+00,-18.4
1.72E+00,-28.8
1.73E+00,-8
1.73E+00,-3.2
1.73E+00,13.6
1.73E+00,11.2
1.73E+00,-3.2
1.73E+00,-17.6
1.73E+00,-9.6
1.73E+00,-12.8
1.73E+00,0
1.73E+00,8
1.73E+00,-12.8
1.73E+00,-4.8
1.73E+00,0
1.73E+00,5.6
1.73E+00,-20
1.73E+00,-3.2
1.73E+00,-2.4
1.73E+00,-8
1.73E+00,-9.6
1.73E+00,-0.8
1.73E+00,21.6
1.73E+00,-21.6
1.73E+00,-12.8
1.73E+00,6.4
1.73E+00,4
1.74E+00,-24
1.74E+00,-25.6
1.74E+00,-0.8
1.74E+00,19.2
1.74E+00,24
1.74E+00,4.8
1.74E+00,-4
1.74E+00,15.2
1.74E+00,8.8
1.74E+00,0.8
1.74E+00,-32.8
1.74E+00,-45.6
1.74E+00,-21.6
1.74E+00,-22.4
1.74E+00,-11.2
1.74E+00,-3.2
1.74E+00,-0.8
1.74E+00,5.6
1.74E+00,-9.6
1.74E+00,12.8
1.74E+00,-14.4
1.74E+00,-26.4
1.74E+00,-20.8
1.74E+00,-7.2
1.74E+00,-2.4
1.75E+00,-1.6
1.75E+00,-24.8
1.75E+00,0.8
1.75E+00,30.4
1.75E+00,25.6
1.75E+00,-10.4
1.75E+00,-3.2
1.75E+00,8
1.75E+00,-16.8
1.75E+00,-2.4
1.75E+00,-2.4
1.75E+00,12.8
1.75E+00,11.2
1.75E+00,-20
1.75E+00,1.6
1.75E+00,1.6
1.75E+00,8.8
1.75E+00,16.8
1.75E+00,12
1.75E+00,5.6
1.75E+00,-6.4
1.75E+00,-0.8
1.75E+00,7.2
1.75E+00,20.8
1.75E+00,16
1.76E+00,-2.4
1.76E+00,9.6
1.76E+00,12
1.76E+00,-18.4
1.76E+00,-29.6
1.76E+00,-19.2
1.76E+00,8
1.76E+00,-1.6
1.76E+00,-7.2
1.76E+00,-13.6
1.76E+00,-14.4
1.76E+00,8
1.76E+00,4.8
1.76E+00,6.4
1.76E+00,-12.8
1.76E+00,-3.2
1.76E+00,6.4
1.76E+00,-4.8
1.76E+00,-4.8
1.76E+00,-8
1.76E+00,1.6
1.76E+00,-19.2
1.76E+00,-0.8
1.76E+00,14.4
1.76E+00,10.4
1.77E+00,-8.8
1.77E+00,-4.8
1.77E+00,8.8
1.77E+00,6.4
1.77E+00,-2.4
1.77E+00,-5.6
1.77E+00,8
1.77E+00,2.4
1.77E+00,24.8
1.77E+00,12.8
1.77E+00,6.4
1.77E+00,14.4
1.77E+00,-8
1.77E+00,-1.6
1.77E+00,-17.6
1.77E+00,-22.4
1.77E+00,9.6
1.77E+00,0
1.77E+00,-22.4
1.77E+00,-3.2
1.77E+00,13.6
1.77E+00,14.4
1.77E+00,-8.8
1.77E+00,-19.2
1.77E+00,-4.8
1.78E+00,12
1.78E+00,-0.8
1.78E+00,26.4
1.78E+00,17.6
1.78E+00,9.6
1.78E+00,3.2
1.78E+00,-19.2
1.78E+00,-11.2
1.78E+00,1.6
1.78E+00,9.6
1.78E+00,20
1.78E+00,0
1.78E+00,20
1.78E+00,-2.4
1.78E+00,-8.8
1.78E+00,-6.4
1.78E+00,10.4
1.78E+00,5.6
1.78E+00,-4.8
1.78E+00,-10.4
1.78E+00,-2.4
1.78E+00,-3.2
1.78E+00,-7.2
1.78E+00,11.2
1.78E+00,-1.6
1.79E+00,-16
1.79E+00,-28.8
1.79E+00,-9.6
1.79E+00,18.4
1.79E+00,28
1.79E+00,24.8
1.79E+00,30.4
1.79E+00,21.6
1.79E+00,-0.8
1.79E+00,4.8
1.79E+00,12.8
1.79E+00,-9.6
1.79E+00,16
1.79E+00,1.6
1.79E+00,-16
1.79E+00,-21.6
1.79E+00,-14.4
1.79E+00,-31.2
1.79E+00,-13.6
1.79E+00,-24.8
1.79E+00,-2.4
1.79E+00,-0.8
1.79E+00,-8.8
1.79E+00,5.6
1.79E+00,14.4
1.80E+00,-3.2
1.80E+00,35.2
1.80E+00,15.2
1.80E+00,26.4
1.80E+00,15.2
1.80E+00,5.6
1.80E+00,-34.4
1.80E+00,-16
1.80E+00,-17.6
1.80E+00,-20.8
1.80E+00,-0.8
1.80E+00,3.2
1.80E+00,-16.8
1.80E+00,-13.6
1.80E+00,-5.6
1.80E+00,-28
1.80E+00,-24
1.80E+00,-39.2
1.80E+00,-20
1.80E+00,-32
1.80E+00,-15.2
1.80E+00,14.4
1.80E+00,4.8
1.80E+00,15.2
1.80E+00,16.8
1.81E+00,-12.8
1.81E+00,17.6
1.81E+00,22.4
1.81E+00,12
1.81E+00,-3.2
1.81E+00,-10.4
1.81E+00,0
1.81E+00,0
1.81E+00,-4
1.81E+00,-1.6
1.81E+00,20.8
1.81E+00,11.2
1.81E+00,-8.8
1.81E+00,-27.2
1.81E+00,-28
1.81E+00,-21.6
1.81E+00,-3.2
1.81E+00,12
1.81E+00,19.2
1.81E+00,-6.4
1.81E+00,-17.6
1.81E+00,-4
1.81E+00,16.8
1.81E+00,39.2
1.81E+00,24
1.82E+00,-9.6
1.82E+00,-20
1.82E+00,-8
1.82E+00,0
1.82E+00,16.8
1.82E+00,33.6
1.82E+00,1.6
1.82E+00,18.4
1.82E+00,-0.8
1.82E+00,-13.6
1.82E+00,-7.2
1.82E+00,-20
1.82E+00,4.8
1.82E+00,6.4
1.82E+00,-16.8
1.82E+00,13.6
1.82E+00,12.8
1.82E+00,27.2
1.82E+00,-6.4
1.82E+00,-2.4
1.82E+00,-17.6
1.82E+00,12
1.82E+00,10.4
1.82E+00,14.4
1.82E+00,7.2
1.83E+00,14.4
1.83E+00,12.8
1.83E+00,-10.4
1.83E+00,-36
1.83E+00,-31.2
1.83E+00,-27.2
1.83E+00,-14.4
1.83E+00,3.2
1.83E+00,-7.2
1.83E+00,16.8
1.83E+00,16.8
1.83E+00,4.8
1.83E+00,12
1.83E+00,14.4
1.83E+00,18.4
1.83E+00,12.8
1.83E+00,-15.2
1.83E+00,-8
1.83E+00,12
1.83E+00,16
1.83E+00,10.4
1.83E+00,8
1.83E+00,-4
1.83E+00,8.8
1.83E+00,-1.6
1.84E+00,-1.6
1.84E+00,-12.8
1.84E+00,-21.6
1.84E+00,0
1.84E+00,-3.2
1.84E+00,-13.6
1.84E+00,16.8
1.84E+00,-20.8
1.84E+00,4
1.84E+00,-14.4
1.84E+00,29.6
1.84E+00,41.6
1.84E+00,16.8
1.84E+00,-1.6
1.84E+00,29.6
1.84E+00,0.8
1.84E+00,-1.6
1.84E+00,18.4
1.84E+00,22.4
1.84E+00,-17.6
1.84E+00,-12
1.84E+00,-1.6
1.84E+00,-3.2
1.84E+00,3.2
1.84E+00,22.4
1.85E+00,-7.2
1.85E+00,12
1.85E+00,13.6
1.85E+00,23.2
1.85E+00,28
1.85E+00,28
1.85E+00,9.6
1.85E+00,0.8
1.85E+00,24
1.85E+00,13.6
1.85E+00,23.2
1.85E+00,23.2
1.85E+00,32.8
1.85E+00,-16.8
1.85E+00,-16
1.85E+00,-0.8
1.85E+00,-8
1.85E+00,15.2
1.85E+00,18.4
1.85E+00,15.2
1.85E+00,6.4
1.85E+00,-16.8
1.85E+00,-16
1.85E+00,2.4
1.85E+00,9.6
1.86E+00,17.6
1.86E+00,36
1.86E+00,26.4
1.86E+00,20
1.86E+00,8.8
1.86E+00,-16
1.86E+00,-32.8
1.86E+00,-12.8
1.86E+00,27.2
1.86E+00,29.6
1.86E+00,7.2
1.86E+00,-34.4
1.86E+00,-24
1.86E+00,-36
1.86E+00,-12.8
1.86E+00,-4.8
1.86E+00,-5.6
1.86E+00,-14.4
1.86E+00,-53.6
1.86E+00,-36
1.86E+00,-14.4
1.86E+00,-4
1.86E+00,-15.2
1.86E+00,19.2
1.86E+00,12
1.87E+00,23.2
1.87E+00,9.6
1.87E+00,4
1.87E+00,0
1.87E+00,8.8
1.87E+00,-4.8
1.87E+00,-8
1.87E+00,-0.8
1.87E+00,0
1.87E+00,-2.4
1.87E+00,16
1.87E+00,12
1.87E+00,2.4
1.87E+00,2.4
1.87E+00,37.6
1.87E+00,47.2
1.87E+00,29.6
1.87E+00,45.6
1.87E+00,35.2
1.87E+00,21.6
1.87E+00,9.6
1.87E+00,-5.6
1.87E+00,-25.6
1.87E+00,20
1.87E+00,17.6
1.88E+00,36.8
1.88E+00,20.8
1.88E+00,7.2
1.88E+00,11.2
1.88E+00,8
1.88E+00,-0.8
1.88E+00,-32.8
1.88E+00,-37.6
1.88E+00,-32.8
1.88E+00,-0.8
1.88E+00,8
1.88E+00,-4.8
1.88E+00,4.8
1.88E+00,-15.2
1.88E+00,-16
1.88E+00,-6.4
1.88E+00,-15.2
1.88E+00,-5.6
1.88E+00,-9.6
1.88E+00,-1.6
1.88E+00,4.8
1.88E+00,35.2
1.88E+00,27.2
1.88E+00,-7.2
1.88E+00,-14.4
1.89E+00,-21.6
1.89E+00,-29.6
1.89E+00,-21.6
1.89E+00,-28.8
1.89E+00,-2.4
1.89E+00,8.8
1.89E+00,-38.4
1.89E+00,-20.8
1.89E+00,0
1.89E+00,-9.6
1.89E+00,-31.2
1.89E+00,-23.2
1.89E+00,-23.2
1.89E+00,-9.6
1.89E+00,-2.4
1.89E+00,-16
1.89E+00,16
1.89E+00,27.2
1.89E+00,10.4
1.89E+00,12
1.89E+00,31.2
1.89E+00,12
1.89E+00,-0.8
1.89E+00,-20.8
1.89E+00,16.8
1.90E+00,34.4
1.90E+00,4.8
1.90E+00,39.2
1.90E+00,16
1.90E+00,-4.8
1.90E+00,-28
1.90E+00,-12
1.90E+00,-11.2
1.90E+00,-4
1.90E+00,13.6
1.90E+00,-16
1.90E+00,-11.2
1.90E+00,15.2
1.90E+00,0
1.90E+00,-0.8
1.90E+00,15.2
1.90E+00,-3.2
1.90E+00,15.2
1.90E+00,2.4
1.90E+00,14.4
1.90E+00,12.8
1.90E+00,-11.2
1.90E+00,2.4
1.90E+00,-5.6
1.90E+00,-25.6
1.91E+00,-28.8
1.91E+00,-13.6
1.91E+00,-29.6
1.91E+00,-45.6
1.91E+00,-32
1.91E+00,-1.6
1.91E+00,-28.8
1.91E+00,-21.6
1.91E+00,-25.6
1.91E+00,-4.8
1.91E+00,-34.4
1.91E+00,-17.6
1.91E+00,-17.6
1.91E+00,-18.4
1.91E+00,10.4
1.91E+00,-22.4
1.91E+00,-19.2
1.91E+00,-14.4
1.91E+00,-17.6
1.91E+00,-20
1.91E+00,-21.6
1.91E+00,6.4
1.91E+00,10.4
1.91E+00,0.8
1.91E+00,-12.8
1.92E+00,-23.2
1.92E+00,-20
1.92E+00,4
1.92E+00,0.8
1.92E+00,24
1.92E+00,4.8
1.92E+00,-16
1.92E+00,-20
1.92E+00,0.8
1.92E+00,20.8
1.92E+00,15.2
1.92E+00,21.6
1.92E+00,21.6
1.92E+00,16
1.92E+00,9.6
1.92E+00,-5.6
1.92E+00,-9.6
1.92E+00,-15.2
1.92E+00,2.4
1.92E+00,-12
1.92E+00,-1.6
1.92E+00,-24.8
1.92E+00,-29.6
1.92E+00,-16
1.92E+00,-2.4
1.93E+00,0.8
1.93E+00,-12.8
1.93E+00,14.4
1.93E+00,-2.4
1.93E+00,-23.2
1.93E+00,29.6
1.93E+00,32
1.93E+00,15.2
1.93E+00,8
1.93E+00,12
1.93E+00,10.4
1.93E+00,9.6
1.93E+00,-16
1.93E+00,-12.8
1.93E+00,-10.4
1.93E+00,-4.8
1.93E+00,13.6
1.93E+00,1.6
1.93E+00,-22.4
1.93E+00,-16.8
1.93E+00,-8
1.93E+00,28
1.93E+00,38.4
1.93E+00,12.8
1.93E+00,-12.8
1.94E+00,-12
1.94E+00,10.4
1.94E+00,8.8
1.94E+00,11.2
1.94E+00,-7.2
1.94E+00,-4
1.94E+00,-13.6
1.94E+00,-10.4
1.94E+00,-4.8
1.94E+00,6.4
1.94E+00,33.6
1.94E+00,13.6
1.94E+00,3.2
1.94E+00,-2.4
1.94E+00,0
1.94E+00,2.4
1.94E+00,-20
1.94E+00,-7.2
1.94E+00,9.6
1.94E+00,6.4
1.94E+00,-18.4
1.94E+00,-1.6
1.94E+00,20.8
1.94E+00,19.2
1.94E+00,37.6
1.95E+00,40.8
1.95E+00,35.2
1.95E+00,13.6
1.95E+00,35.2
1.95E+00,6.4
1.95E+00,-4.8
1.95E+00,-3.2
1.95E+00,13.6
1.95E+00,6.4
1.95E+00,29.6
1.95E+00,35.2
1.95E+00,25.6
1.95E+00,22.4
1.95E+00,10.4
1.95E+00,8
1.95E+00,11.2
1.95E+00,36.8
1.95E+00,-16
1.95E+00,-35.2
1.95E+00,-17.6
1.95E+00,-13.6
1.95E+00,-24
1.95E+00,-6.4
1.95E+00,-1.6
1.95E+00,3.2
1.96E+00,0.8
1.96E+00,4
1.96E+00,8.8
1.96E+00,0
1.96E+00,2.4
1.96E+00,7.2
1.96E+00,-6.4
1.96E+00,16.8
1.96E+00,20
1.96E+00,20.8
1.96E+00,12.8
1.96E+00,16.8
1.96E+00,1.6
1.96E+00,4.8
1.96E+00,0
1.96E+00,-9.6
1.96E+00,-8.8
1.96E+00,-16
1.96E+00,26.4
1.96E+00,12
1.96E+00,0.8
1.96E+00,2.4
1.96E+00,-2.4
1.96E+00,20
1.96E+00,15.2
1.97E+00,31.2
1.97E+00,13.6
1.97E+00,6.4
1.97E+00,4
1.97E+00,28.8
1.97E+00,16.8
1.97E+00,13.6
1.97E+00,24
1.97E+00,24.8
1.97E+00,10.4
1.97E+00,17.6
1.97E+00,33.6
1.97E+00,0
1.97E+00,-4.8
1.97E+00,-20.8
1.97E+00,-37.6
1.97E+00,-31.2
1.97E+00,-24.8
1.97E+00,-4.8
1.97E+00,-24
1.97E+00,-15.2
1.97E+00,-7.2
1.97E+00,-26.4
1.97E+00,14.4
1.97E+00,8.8
1.98E+00,-10.4
1.98E+00,-16.8
1.98E+00,-0.8
1.98E+00,3.2
1.98E+00,-13.6
1.98E+00,-23.2
1.98E+00,-16
1.98E+00,10.4
1.98E+00,-7.2
1.98E+00,5.6
1.98E+00,7.2
1.98E+00,43.2
1.98E+00,37.6
1.98E+00,33.6
1.98E+00,22.4
1.98E+00,1.6
1.98E+00,5.6
1.98E+00,10.4
1.98E+00,6.4
1.98E+00,2.4
1.98E+00,12.8
1.98E+00,-23.2
1.98E+00,-7.2
1.98E+00,20.8
1.98E+00,16
1.99E+00,-21.6
1.99E+00,-19.2
1.99E+00,-3.2
1.99E+00,-24.8
1.99E+00,-23.2
1.99E+00,12.8
1.99E+00,12.8
1.99E+00,-7.2
1.99E+00,-33.6
1.99E+00,-3.2
1.99E+00,-2.4
1.99E+00,-20
1.99E+00,-7.2
1.99E+00,-17.6
1.99E+00,-16
1.99E+00,-16
1.99E+00,-18.4
1.99E+00,-28.8
1.99E+00,-2.4
1.99E+00,-21.6
1.99E+00,-3.2
1.99E+00,-7.2
1.99E+00,-24.8
1.99E+00,2.4
1.99E+00,-16.8
2.00E+00,8
2.00E+00,10.4
2.00E+00,-25.6
2.00E+00,-28.8
2.00E+00,5.6
2.00E+00,-9.6
2.00E+00,-23.2
2.00E+00,-4
2.00E+00,-7.2
2.00E+00,-18.4
2.00E+00,-16.8
2.00E+00,-2.4
2.00E+00,24.8
2.00E+00,19.2
2.00E+00,22.4
2.00E+00,3.2
2.00E+00,-3.2
2.00E+00,4
2.00E+00,-14.4
2.00E+00,-20.8
2.00E+00,-23.2
2.00E+00,4
2.00E+00,16
2.00E+00,20
2.00E+00,8.8
2.01E+00,-7.2
2.01E+00,-12
2.01E+00,2.4
2.01E+00,-12.8
2.01E+00,-28
2.01E+00,-24
2.01E+00,-13.6
2.01E+00,0
2.01E+00,-8
2.01E+00,7.2
2.01E+00,-14.4
2.01E+00,-13.6
2.01E+00,-14.4
2.01E+00,-12
2.01E+00,-23.2
2.01E+00,-25.6
2.01E+00,-20
2.01E+00,-4.8
2.01E+00,19.2
2.01E+00,20.8
2.01E+00,2.4
2.01E+00,14.4
2.01E+00,-9.6
2.01E+00,-12.8
2.01E+00,0.8
2.02E+00,-4
2.02E+00,0
2.02E+00,-10.4
2.02E+00,-17.6
2.02E+00,-1.6
2.02E+00,-3.2
