time us,CH1 mV
5.02E-01,-14.4
5.02E-01,9.6
5.02E-01,3.2
5.03E-01,-5.6
5.03E-01,-12.8
5.04E-01,4
5.04E-01,21.6
5.04E-01,16
5.05E-01,1.6
5.05E-01,12.8
5.06E-01,39.2
5.06E-01,15.2
5.06E-01,13.6
5.07E-01,7.2
5.07E-01,20.8
5.08E-01,30.4
5.08E-01,-7.2
5.08E-01,-27.2
5.09E-01,3.2
5.09E-01,-17.6
5.10E-01,4
5.10E-01,2.4
5.10E-01,4.8
5.11E-01,-28
5.11E-01,-12
5.12E-01,4.8
5.12E-01,20
5.12E-01,33.6
5.13E-01,28
5.13E-01,51.2
5.14E-01,38.4
5.14E-01,50.4
5.14E-01,14.4
5.15E-01,9.6
5.15E-01,7.2
5.16E-01,3.2
5.16E-01,-10.4
5.16E-01,-8
5.17E-01,-8.8
5.17E-01,-12.8
5.18E-01,-12.8
5.18E-01,-20
5.18E-01,-16.8
5.19E-01,-13.6
5.19E-01,-16
5.20E-01,4
5.20E-01,1.6
5.20E-01,-12.8
5.21E-01,-0.8
5.21E-01,-4
5.22E-01,-3.2
5.22E-01,11.2
5.22E-01,20.8
5.23E-01,26.4
5.23E-01,18.4
5.24E-01,-8.8
5.24E-01,8
5.24E-01,20.8
5.25E-01,43.2
5.25E-01,30.4
5.26E-01,11.2
5.26E-01,2.4
5.26E-01,28.8
5.27E-01,20.8
5.27E-01,22.4
5.28E-01,23.2
5.28E-01,1.6
5.28E-01,1.6
5.29E-01,0
5.29E-01,-19.2
5.30E-01,-6.4
5.30E-01,4
5.30E-01,11.2
5.31E-01,3.2
5.31E-01,-31.2
5.32E-01,-26.4
5.32E-01,11.2
5.32E-01,28
5.33E-01,-0.8
5.33E-01,0.8
5.34E-01,17.6
5.34E-01,32
5.34E-01,51.2
5.35E-01,51.2
5.35E-01,16.8
5.36E-01,27.2
5.36E-01,-11.2
5.36E-01,-17.6
5.37E-01,-3.2
5.37E-01,1.6
5.38E-01,-6.4
5.38E-01,11.2
5.38E-01,15.2
5.39E-01,25.6
5.39E-01,4
5.40E-01,3.2
5.40E-01,-4.8
5.40E-01,-3.2
5.41E-01,11.2
5.41E-01,4.8
5.42E-01,12.8
5.42E-01,20.8
5.42E-01,8.8
5.43E-01,12
5.43E-01,13.6
5.44E-01,11.2
5.44E-01,22.4
5.44E-01,9.6
5.45E-01,-8.8
5.45E-01,-3.2
5.46E-01,-13.6
5.46E-01,-2.4
5.46E-01,-6.4
5.47E-01,5.6
5.47E-01,4.8
5.48E-01,37.6
5.48E-01,57.6
5.48E-01,38.4
5.49E-01,28
5.49E-01,10.4
5.50E-01,4
5.50E-01,-8
5.50E-01,7.2
5.51E-01,1.6
5.51E-01,12
5.52E-01,1.6
5.52E-01,-31.2
5.52E-01,-32
5.53E-01,-10.4
5.53E-01,-7.2
5.54E-01,-5.6
5.54E-01,13.6
5.54E-01,24.8
5.55E-01,-11.2
5.55E-01,1.6
5.56E-01,-12
5.56E-01,-31.2
5.56E-01,11.2
5.57E-01,22.4
5.57E-01,23.2
5.58E-01,37.6
5.58E-01,13.6
5.58E-01,0.8
5.59E-01,36.8
5.59E-01,27.2
5.60E-01,37.6
5.60E-01,22.4
5.60E-01,-12
5.61E-01,-7.2
5.61E-01,0
5.62E-01,12
5.62E-01,8.8
5.62E-01,-11.2
5.63E-01,-10.4
5.63E-01,-26.4
5.64E-01,5.6
5.64E-01,-3.2
5.64E-01,-29.6
5.65E-01,8
5.65E-01,-2.4
5.66E-01,-12.8
5.66E-01,-16
5.66E-01,12
5.67E-01,27.2
5.67E-01,20.8
5.68E-01,25.6
5.68E-01,15.2
5.68E-01,-1.6
5.69E-01,-9.6
5.69E-01,-32
5.70E-01,-11.2
5.70E-01,-7.2
5.70E-01,-10.4
5.71E-01,-20
5.71E-01,-22.4
5.72E-01,-15.2
5.72E-01,-40
5.72E-01,-35.2
5.73E-01,-4.8
5.73E-01,-9.6
5.74E-01,-25.6
5.74E-01,-29.6
5.74E-01,-21.6
5.75E-01,0
5.75E-01,-0.8
5.76E-01,15.2
5.76E-01,10.4
5.76E-01,-8.8
5.77E-01,4
5.77E-01,11.2
5.78E-01,28
5.78E-01,24.8
5.78E-01,33.6
5.79E-01,6.4
5.79E-01,12
5.80E-01,5.6
5.80E-01,-27.2
5.80E-01,-48
5.81E-01,-3.2
5.81E-01,-24.8
5.82E-01,-3.2
5.82E-01,10.4
5.82E-01,19.2
5.83E-01,-7.2
5.83E-01,-4.8
5.84E-01,-20
5.84E-01,-12.8
5.84E-01,8
5.85E-01,-0.8
5.85E-01,10.4
5.86E-01,-2.4
5.86E-01,-8
5.86E-01,27.2
5.87E-01,-0.8
5.87E-01,10.4
5.88E-01,18.4
5.88E-01,-36
5.88E-01,-19.2
5.89E-01,13.6
5.89E-01,4
5.90E-01,-16.8
5.90E-01,-3.2
5.90E-01,1.6
5.91E-01,12
5.91E-01,27.2
5.92E-01,8.8
5.92E-01,-16
5.92E-01,12.8
5.93E-01,4
5.93E-01,-23.2
5.94E-01,-17.6
5.94E-01,16.8
5.94E-01,-2.4
5.95E-01,-30.4
5.95E-01,14.4
5.96E-01,-20
5.96E-01,-24
5.96E-01,-12.8
5.97E-01,-37.6
5.97E-01,-37.6
5.98E-01,-21.6
5.98E-01,-32.8
5.98E-01,-22.4
5.99E-01,-31.2
5.99E-01,4.8
6.00E-01,-4.8
6.00E-01,-10.4
6.00E-01,2.4
6.01E-01,-15.2
6.01E-01,-17.6
6.02E-01,-34.4
6.02E-01,0
6.02E-01,8.8
6.03E-01,5.6
6.03E-01,9.6
6.04E-01,-11.2
6.04E-01,-0.8
6.04E-01,18.4
6.05E-01,20.8
6.05E-01,11.2
6.06E-01,14.4
6.06E-01,16.8
6.06E-01,-12
6.07E-01,-7.2
6.07E-01,-7.2
6.08E-01,16
6.08E-01,-9.6
6.08E-01,12.8
6.09E-01,20
6.09E-01,0.8
6.10E-01,20
6.10E-01,-0.8
6.10E-01,-5.6
6.11E-01,3.2
6.11E-01,-5.6
6.12E-01,11.2
6.12E-01,5.6
6.12E-01,5.6
6.13E-01,-7.2
6.13E-01,28
6.14E-01,17.6
6.14E-01,-21.6
6.14E-01,-7.2
6.15E-01,-26.4
6.15E-01,-8.8
6.16E-01,-12.8
6.16E-01,-8
6.16E-01,-16
6.17E-01,-22.4
6.17E-01,-9.6
6.18E-01,8
6.18E-01,3.2
6.18E-01,35.2
6.19E-01,16.8
6.19E-01,26.4
6.20E-01,40
6.20E-01,34.4
6.20E-01,21.6
6.21E-01,2.4
6.21E-01,0
6.22E-01,18.4
6.22E-01,20.8
6.22E-01,13.6
6.23E-01,23.2
6.23E-01,26.4
6.24E-01,8.8
6.24E-01,8.8
6.24E-01,-17.6
6.25E-01,-24.8
6.25E-01,-23.2
6.26E-01,-1.6
6.26E-01,9.6
6.26E-01,4.8
6.27E-01,-7.2
6.27E-01,-27.2
6.28E-01,-11.2
6.28E-01,-3.2
6.28E-01,-14.4
6.29E-01,1.6
6.29E-01,5.6
6.30E-01,-15.2
6.30E-01,5.6
6.30E-01,-5.6
6.31E-01,-4
6.31E-01,0.8
6.32E-01,-15.2
6.32E-01,-20
6.32E-01,-0.8
6.33E-01,6.4
6.33E-01,-29.6
6.34E-01,-12.8
6.34E-01,5.6
6.34E-01,0
6.35E-01,4
6.35E-01,29.6
6.36E-01,20
6.36E-01,29.6
6.36E-01,23.2
6.37E-01,21.6
6.37E-01,-13.6
6.38E-01,3.2
6.38E-01,4
6.38E-01,10.4
6.39E-01,11.2
6.39E-01,-5.6
6.40E-01,31.2
6.40E-01,37.6
6.40E-01,19.2
6.41E-01,6.4
6.41E-01,-4.8
6.42E-01,5.6
6.42E-01,0.8
6.42E-01,-28
6.43E-01,-42.4
6.43E-01,-12
6.44E-01,0
6.44E-01,0.8
6.44E-01,4.8
6.45E-01,5.6
6.45E-01,3.2
6.46E-01,11.2
6.46E-01,27.2
6.46E-01,-10.4
6.47E-01,-28.8
6.47E-01,-42.4
6.48E-01,-34.4
6.48E-01,16
6.48E-01,17.6
6.49E-01,0
6.49E-01,0
6.50E-01,15.2
6.50E-01,10.4
6.50E-01,20
6.51E-01,2.4
6.51E-01,8
6.52E-01,7.2
6.52E-01,16.8
6.52E-01,1.6
6.53E-01,-0.8
6.53E-01,36
6.54E-01,20.8
6.54E-01,-16.8
6.54E-01,1.6
6.55E-01,5.6
6.55E-01,8
6.56E-01,22.4
6.56E-01,-4
6.56E-01,-8.8
6.57E-01,5.6
6.57E-01,-22.4
6.58E-01,-2.4
6.58E-01,-16.8
6.58E-01,-6.4
6.59E-01,-4.8
6.59E-01,0
6.60E-01,2.4
6.60E-01,10.4
6.60E-01,2.4
6.61E-01,-4.8
6.61E-01,23.2
6.62E-01,15.2
6.62E-01,-8
6.62E-01,5.6
6.63E-01,28
6.63E-01,26.4
6.64E-01,3.2
6.64E-01,-0.8
6.64E-01,-4.8
6.65E-01,-21.6
6.65E-01,4
6.66E-01,1.6
6.66E-01,-20.8
6.66E-01,-16
6.67E-01,-10.4
6.67E-01,-0.8
6.68E-01,-2.4
6.68E-01,-10.4
6.68E-01,-18.4
6.69E-01,-11.2
6.69E-01,10.4
6.70E-01,-10.4
6.70E-01,-20
6.70E-01,-9.6
6.71E-01,-23.2
6.71E-01,-11.2
6.72E-01,-13.6
6.72E-01,-5.6
6.72E-01,1.6
6.73E-01,0
6.73E-01,-20.8
6.74E-01,12
6.74E-01,-15.2
6.74E-01,-1.6
6.75E-01,-20
6.75E-01,-28.8
6.76E-01,-10.4
6.76E-01,-0.8
6.76E-01,4
6.77E-01,-6.4
6.77E-01,-9.6
6.78E-01,-49.6
6.78E-01,-40
6.78E-01,-29.6
6.79E-01,-33.6
6.79E-01,1.6
6.80E-01,-3.2
6.80E-01,-27.2
6.80E-01,-14.4
6.81E-01,-20.8
6.81E-01,-10.4
6.82E-01,25.6
6.82E-01,12
6.82E-01,31.2
6.83E-01,31.2
6.83E-01,-0.8
6.84E-01,-3.2
6.84E-01,24.8
6.84E-01,8
6.85E-01,7.2
6.85E-01,14.4
6.86E-01,10.4
6.86E-01,9.6
6.86E-01,20.8
6.87E-01,27.2
6.87E-01,21.6
6.88E-01,12.8
6.88E-01,31.2
6.88E-01,4
6.89E-01,2.4
6.89E-01,0
6.90E-01,12
6.90E-01,4.8
6.90E-01,-1.6
6.91E-01,-13.6
6.91E-01,-25.6
6.92E-01,-35.2
6.92E-01,-60
6.92E-01,-24.8
6.93E-01,-24
6.93E-01,-9.6
6.94E-01,-8.8
6.94E-01,-12.8
6.94E-01,-8
6.95E-01,19.2
6.95E-01,0.8
6.96E-01,6.4
6.96E-01,23.2
6.96E-01,14.4
6.97E-01,12
6.97E-01,13.6
6.98E-01,-2.4
6.98E-01,-0.8
6.98E-01,15.2
6.99E-01,-12.8
6.99E-01,-27.2
7.00E-01,-6.4
7.00E-01,-8
7.00E-01,-33.6
7.01E-01,-9.6
7.01E-01,0
7.02E-01,-6.4
7.02E-01,-5.6
7.02E-01,-20.8
7.03E-01,-4
7.03E-01,10.4
7.04E-01,4
7.04E-01,3.2
7.04E-01,-16
7.05E-01,-20
7.05E-01,-11.2
7.06E-01,0.8
7.06E-01,-2.4
7.06E-01,-4.8
7.07E-01,2.4
7.07E-01,-11.2
7.08E-01,-6.4
7.08E-01,7.2
7.08E-01,22.4
7.09E-01,30.4
7.09E-01,36
7.10E-01,36.8
7.10E-01,15.2
7.10E-01,-8
7.11E-01,-16.8
7.11E-01,-25.6
7.12E-01,-16.8
7.12E-01,-8.8
7.12E-01,-20
7.13E-01,10.4
7.13E-01,2.4
7.14E-01,-17.6
7.14E-01,-5.6
7.14E-01,-15.2
7.15E-01,-15.2
7.15E-01,20
7.16E-01,1.6
7.16E-01,-0.8
7.16E-01,-22.4
7.17E-01,-25.6
7.17E-01,-31.2
7.18E-01,-6.4
7.18E-01,7.2
7.18E-01,21.6
7.19E-01,-8
7.19E-01,17.6
7.20E-01,-5.6
7.20E-01,0
7.20E-01,1.6
7.21E-01,-4.8
7.21E-01,-7.2
7.22E-01,-19.2
7.22E-01,-9.6
7.22E-01,12.8
7.23E-01,18.4
7.23E-01,-1.6
7.24E-01,11.2
7.24E-01,19.2
7.24E-01,8
7.25E-01,-8.8
7.25E-01,-8
7.26E-01,2.4
7.26E-01,-5.6
7.26E-01,20
7.27E-01,0.8
7.27E-01,6.4
7.28E-01,-9.6
7.28E-01,-5.6
7.28E-01,-16
7.29E-01,8
7.29E-01,7.2
7.30E-01,28.8
7.30E-01,9.6
7.30E-01,-2.4
7.31E-01,-11.2
7.31E-01,-8
7.32E-01,24
7.32E-01,16
7.32E-01,35.2
7.33E-01,16.8
7.33E-01,9.6
7.34E-01,12.8
7.34E-01,-5.6
7.34E-01,-28.8
7.35E-01,-16
7.35E-01,-28
7.36E-01,-32
7.36E-01,-8
7.36E-01,0
7.37E-01,5.6
7.37E-01,-11.2
7.38E-01,3.2
7.38E-01,17.6
7.38E-01,-3.2
7.39E-01,-17.6
7.39E-01,-0.8
7.40E-01,17.6
7.40E-01,36.8
7.40E-01,22.4
7.41E-01,20
7.41E-01,-0.8
7.42E-01,-2.4
7.42E-01,12
7.42E-01,-3.2
7.43E-01,9.6
7.43E-01,10.4
7.44E-01,23.2
7.44E-01,-12.8
7.44E-01,-22.4
7.45E-01,-9.6
7.45E-01,-17.6
7.46E-01,-20.8
7.46E-01,-12
7.46E-01,4.8
7.47E-01,-4.8
7.47E-01,-4.8
7.48E-01,27.2
7.48E-01,-3.2
7.48E-01,9.6
7.49E-01,-20
7.49E-01,-12
7.50E-01,19.2
7.50E-01,20
7.50E-01,-6.4
7.51E-01,-1.6
7.51E-01,-13.6
7.52E-01,-18.4
7.52E-01,-4
7.52E-01,2.4
7.53E-01,16
7.53E-01,15.2
7.54E-01,16.8
7.54E-01,3.2
7.54E-01,23.2
7.55E-01,17.6
7.55E-01,8.8
7.56E-01,13.6
7.56E-01,8
7.56E-01,13.6
7.57E-01,4.8
7.57E-01,-3.2
7.58E-01,16
7.58E-01,2.4
7.58E-01,4
7.59E-01,28
7.59E-01,22.4
7.60E-01,12.8
7.60E-01,22.4
7.60E-01,0
7.61E-01,-10.4
7.61E-01,-0.8
7.62E-01,9.6
7.62E-01,25.6
7.62E-01,4
7.63E-01,-2.4
7.63E-01,-21.6
7.64E-01,-17.6
7.64E-01,2.4
7.64E-01,-42.4
7.65E-01,-46.4
7.65E-01,-18.4
7.66E-01,-8.8
7.66E-01,7.2
7.66E-01,-9.6
7.67E-01,-3.2
7.67E-01,5.6
7.68E-01,11.2
7.68E-01,-8
7.68E-01,12
7.69E-01,24.8
7.69E-01,0
7.70E-01,28.8
7.70E-01,16.8
7.70E-01,16.8
7.71E-01,-2.4
7.71E-01,-38.4
7.72E-01,-17.6
7.72E-01,23.2
7.72E-01,-13.6
7.73E-01,-35.2
7.73E-01,-32.8
7.74E-01,-9.6
7.74E-01,-10.4
7.74E-01,-4.8
7.75E-01,4
7.75E-01,4
7.76E-01,29.6
7.76E-01,44.8
7.76E-01,34.4
7.77E-01,29.6
7.77E-01,14.4
7.78E-01,10.4
7.78E-01,10.4
7.78E-01,12
7.79E-01,27.2
7.79E-01,12
7.80E-01,-10.4
7.80E-01,2.4
7.80E-01,1.6
7.81E-01,10.4
7.81E-01,-8
7.82E-01,7.2
7.82E-01,-0.8
7.82E-01,-5.6
7.83E-01,-20
7.83E-01,-23.2
7.84E-01,-10.4
7.84E-01,-8.8
7.84E-01,0.8
7.85E-01,2.4
7.85E-01,-0.8
7.86E-01,0.8
7.86E-01,-1.6
7.86E-01,-19.2
7.87E-01,-3.2
7.87E-01,-15.2
7.88E-01,1.6
7.88E-01,-8.8
7.88E-01,-0.8
7.89E-01,17.6
7.89E-01,6.4
7.90E-01,-28
7.90E-01,-11.2
7.90E-01,-12.8
7.91E-01,-11.2
7.91E-01,-3.2
7.92E-01,10.4
7.92E-01,21.6
7.92E-01,8.8
7.93E-01,-8
7.93E-01,2.4
7.94E-01,6.4
7.94E-01,-5.6
7.94E-01,-8
7.95E-01,-3.2
7.95E-01,0
7.96E-01,-12
7.96E-01,-1.6
7.96E-01,-12.8
7.97E-01,-26.4
7.97E-01,-1.6
7.98E-01,-2.4
7.98E-01,-40
7.98E-01,-21.6
7.99E-01,-20
7.99E-01,-34.4
8.00E-01,-8
8.00E-01,-16
8.00E-01,-25.6
8.01E-01,-30.4
8.01E-01,-14.4
8.02E-01,-4
8.02E-01,-6.4
8.02E-01,4.8
8.03E-01,23.2
8.03E-01,10.4
8.04E-01,14.4
8.04E-01,23.2
8.04E-01,8.8
8.05E-01,0
8.05E-01,32.8
8.06E-01,25.6
8.06E-01,-12
8.06E-01,15.2
8.07E-01,-6.4
8.07E-01,-10.4
8.08E-01,14.4
8.08E-01,4
8.08E-01,-6.4
8.09E-01,6.4
8.09E-01,3.2
8.10E-01,-22.4
8.10E-01,-56
8.10E-01,-32
8.11E-01,-19.2
8.11E-01,8
8.12E-01,3.2
8.12E-01,-13.6
8.12E-01,-9.6
8.13E-01,12
8.13E-01,18.4
8.14E-01,6.4
8.14E-01,4
8.14E-01,-8
8.15E-01,8.8
8.15E-01,8.8
8.16E-01,-2.4
8.16E-01,-5.6
8.16E-01,-8
8.17E-01,4.8
8.17E-01,-4.8
8.18E-01,0
8.18E-01,31.2
8.18E-01,15.2
8.19E-01,20.8
8.19E-01,34.4
8.20E-01,15.2
8.20E-01,16
8.20E-01,26.4
8.21E-01,28
8.21E-01,30.4
8.22E-01,25.6
8.22E-01,23.2
8.22E-01,25.6
8.23E-01,28
8.23E-01,8.8
8.24E-01,-3.2
8.24E-01,-13.6
8.24E-01,9.6
8.25E-01,4
8.25E-01,-3.2
8.26E-01,-10.4
8.26E-01,2.4
8.26E-01,-1.6
8.27E-01,-1.6
8.27E-01,1.6
8.28E-01,8
8.28E-01,20.8
8.28E-01,4
8.29E-01,-18.4
8.29E-01,-37.6
8.30E-01,-34.4
8.30E-01,-24
8.30E-01,-34.4
8.31E-01,-41.6
8.31E-01,-13.6
8.32E-01,-37.6
8.32E-01,-56
8.32E-01,-24
8.33E-01,-12
8.33E-01,-31.2
8.34E-01,2.4
8.34E-01,11.2
8.34E-01,24
8.35E-01,-3.2
8.35E-01,-32.8
8.36E-01,10.4
8.36E-01,21.6
8.36E-01,5.6
8.37E-01,9.6
8.37E-01,17.6
8.38E-01,-6.4
8.38E-01,-2.4
8.38E-01,14.4
8.39E-01,3.2
8.39E-01,-20
8.40E-01,-40
8.40E-01,-25.6
8.40E-01,-30.4
8.41E-01,-4.8
8.41E-01,-25.6
8.42E-01,-17.6
8.42E-01,-39.2
8.42E-01,2.4
8.43E-01,20.8
8.43E-01,-10.4
8.44E-01,5.6
8.44E-01,-3.2
8.44E-01,6.4
8.45E-01,19.2
8.45E-01,-21.6
8.46E-01,11.2
8.46E-01,0
8.46E-01,-1.6
8.47E-01,-3.2
8.47E-01,15.2
8.48E-01,5.6
8.48E-01,-2.4
8.48E-01,-20.8
8.49E-01,-26.4
8.49E-01,0
8.50E-01,-4.8
8.50E-01,8
8.50E-01,29.6
8.51E-01,-11.2
8.51E-01,-16.8
8.52E-01,0
8.52E-01,-15.2
8.52E-01,0.8
8.53E-01,1.6
8.53E-01,-0.8
8.54E-01,-2.4
8.54E-01,-2.4
8.54E-01,-18.4
8.55E-01,-11.2
8.55E-01,-52
8.56E-01,-28.8
8.56E-01,-18.4
8.56E-01,4.8
8.57E-01,14.4
8.57E-01,12
8.58E-01,-9.6
8.58E-01,0
8.58E-01,-0.8
8.59E-01,-10.4
8.59E-01,9.6
8.60E-01,-24.8
8.60E-01,9.6
8.60E-01,21.6
8.61E-01,26.4
8.61E-01,24.8
8.62E-01,-4
8.62E-01,-12
8.62E-01,4.8
8.63E-01,6.4
8.63E-01,0
8.64E-01,9.6
8.64E-01,-32
8.64E-01,-14.4
8.65E-01,1.6
8.65E-01,-12.8
8.66E-01,-6.4
8.66E-01,-11.2
8.66E-01,-19.2
8.67E-01,-23.2
8.67E-01,-15.2
8.68E-01,-16
8.68E-01,-2.4
8.68E-01,6.4
8.69E-01,1.6
8.69E-01,23.2
8.70E-01,40
8.70E-01,7.2
8.70E-01,-24
8.71E-01,-27.2
8.71E-01,4
8.72E-01,18.4
8.72E-01,15.2
8.72E-01,42.4
8.73E-01,48
8.73E-01,16
8.74E-01,-29.6
8.74E-01,-31.2
8.74E-01,-26.4
8.75E-01,-0.8
8.75E-01,0
8.76E-01,-28.8
8.76E-01,-13.6
8.76E-01,-0.8
8.77E-01,-4.8
8.77E-01,-33.6
8.78E-01,-23.2
8.78E-01,4
8.78E-01,7.2
8.79E-01,-14.4
8.79E-01,-12.8
8.80E-01,-20
8.80E-01,-10.4
8.80E-01,16.8
8.81E-01,32.8
8.81E-01,45.6
8.82E-01,5.6
8.82E-01,8.8
8.82E-01,-12.8
8.83E-01,3.2
8.83E-01,4.8
8.84E-01,-7.2
8.84E-01,15.2
8.84E-01,13.6
8.85E-01,6.4
8.85E-01,13.6
8.86E-01,26.4
8.86E-01,-2.4
8.86E-01,-5.6
8.87E-01,-16
8.87E-01,-20.8
8.88E-01,-28
8.88E-01,2.4
8.88E-01,15.2
8.89E-01,0
8.89E-01,-8
8.90E-01,3.2
8.90E-01,24.8
8.90E-01,-0.8
8.91E-01,8
8.91E-01,11.2
8.92E-01,4.8
8.92E-01,-24.8
8.92E-01,-12.8
8.93E-01,15.2
8.93E-01,39.2
8.94E-01,12.8
8.94E-01,-2.4
8.94E-01,28
8.95E-01,17.6
8.95E-01,20
8.96E-01,4
8.96E-01,-16.8
8.96E-01,-12
8.97E-01,6.4
8.97E-01,12
8.98E-01,1.6
8.98E-01,0
8.98E-01,24
8.99E-01,17.6
8.99E-01,13.6
9.00E-01,26.4
9.00E-01,30.4
9.00E-01,1.6
9.01E-01,23.2
9.01E-01,15.2
9.02E-01,6.4
9.02E-01,-12
9.02E-01,-16
9.03E-01,15.2
9.03E-01,24
9.04E-01,5.6
9.04E-01,24.8
9.04E-01,0.8
9.05E-01,-2.4
9.05E-01,26.4
9.06E-01,42.4
9.06E-01,35.2
9.06E-01,6.4
9.07E-01,23.2
9.07E-01,1.6
9.08E-01,3.2
9.08E-01,17.6
9.08E-01,12
9.09E-01,2.4
9.09E-01,3.2
9.10E-01,20.8
9.10E-01,23.2
9.10E-01,16
9.11E-01,21.6
9.11E-01,12.8
9.12E-01,12.8
9.12E-01,16.8
9.12E-01,24
9.13E-01,4.8
9.13E-01,22.4
9.14E-01,22.4
9.14E-01,7.2
9.14E-01,-10.4
9.15E-01,0.8
9.15E-01,-4
9.16E-01,-8.8
9.16E-01,1.6
9.16E-01,10.4
9.17E-01,-6.4
9.17E-01,-6.4
9.18E-01,-13.6
9.18E-01,4
9.18E-01,-2.4
9.19E-01,-4.8
9.19E-01,4
9.20E-01,-38.4
9.20E-01,-23.2
9.20E-01,-20.8
9.21E-01,-24.8
9.21E-01,1.6
9.22E-01,-0.8
9.22E-01,-20
9.22E-01,-29.6
9.23E-01,-6.4
9.23E-01,3.2
9.24E-01,4
9.24E-01,4
9.24E-01,12.8
9.25E-01,8.8
9.25E-01,-5.6
9.26E-01,-20.8
9.26E-01,7.2
9.26E-01,18.4
9.27E-01,21.6
9.27E-01,32
9.28E-01,9.6
9.28E-01,-3.2
9.28E-01,9.6
9.29E-01,9.6
9.29E-01,4
9.30E-01,25.6
9.30E-01,21.6
9.30E-01,6.4
9.31E-01,5.6
9.31E-01,12
9.32E-01,30.4
9.32E-01,8
9.32E-01,0
9.33E-01,16.8
9.33E-01,0
9.34E-01,-19.2
9.34E-01,-31.2
9.34E-01,-37.6
9.35E-01,-25.6
9.35E-01,10.4
9.36E-01,-0.8
9.36E-01,11.2
9.36E-01,-33.6
9.37E-01,-31.2
9.37E-01,-30.4
9.38E-01,-27.2
9.38E-01,-22.4
9.38E-01,-18.4
9.39E-01,-46.4
9.39E-01,-22.4
9.40E-01,1.6
9.40E-01,-20
9.40E-01,-0.8
9.41E-01,2.4
9.41E-01,-3.2
9.42E-01,13.6
9.42E-01,-4
9.42E-01,-16
9.43E-01,16.8
9.43E-01,35.2
9.44E-01,10.4
9.44E-01,11.2
9.44E-01,27.2
9.45E-01,-5.6
9.45E-01,33.6
9.46E-01,40
9.46E-01,7.2
9.46E-01,12.8
9.47E-01,8.8
9.47E-01,-9.6
9.48E-01,-18.4
9.48E-01,-31.2
9.48E-01,-36
9.49E-01,-17.6
9.49E-01,-1.6
9.50E-01,-8
9.50E-01,-0.8
9.50E-01,-24.8
9.51E-01,-7.2
9.51E-01,16
9.52E-01,23.2
9.52E-01,36.8
9.52E-01,16.8
9.53E-01,8
9.53E-01,24
9.54E-01,-5.6
9.54E-01,12.8
9.54E-01,29.6
9.55E-01,39.2
9.55E-01,11.2
9.56E-01,-9.6
9.56E-01,-0.8
9.56E-01,21.6
9.57E-01,-1.6
9.57E-01,20.8
9.58E-01,28.8
9.58E-01,32.8
9.58E-01,12
9.59E-01,-16.8
9.59E-01,-11.2
9.60E-01,-4
9.60E-01,8
9.60E-01,10.4
9.61E-01,-4
9.61E-01,-11.2
9.62E-01,-44
9.62E-01,-10.4
9.62E-01,9.6
9.63E-01,23.2
9.63E-01,36.8
9.64E-01,-1.6
9.64E-01,20
9.64E-01,28
9.65E-01,33.6
9.65E-01,30.4
9.66E-01,6.4
9.66E-01,5.6
9.66E-01,2.4
9.67E-01,0
9.67E-01,8
9.68E-01,21.6
9.68E-01,23.2
9.68E-01,12
9.69E-01,20
9.69E-01,4
9.70E-01,12
9.70E-01,-3.2
9.70E-01,0.8
9.71E-01,-17.6
9.71E-01,-20
9.72E-01,-28.8
9.72E-01,-20.8
9.72E-01,-4.8
9.73E-01,-19.2
9.73E-01,-15.2
9.74E-01,10.4
9.74E-01,-2.4
9.74E-01,-4
9.75E-01,3.2
9.75E-01,-8.8
9.76E-01,-10.4
9.76E-01,-11.2
9.76E-01,-40.8
9.77E-01,-9.6
9.77E-01,-2.4
9.78E-01,-6.4
9.78E-01,-4.8
9.78E-01,1.6
9.79E-01,-32
9.79E-01,-24
9.80E-01,-8
9.80E-01,-24
9.80E-01,-25.6
9.81E-01,8.8
9.81E-01,30.4
9.82E-01,5.6
9.82E-01,12.8
9.82E-01,-14.4
9.83E-01,-20.8
9.83E-01,16
9.84E-01,8.8
9.84E-01,29.6
9.84E-01,20
9.85E-01,16
9.85E-01,-20
9.86E-01,-17.6
9.86E-01,-20
9.86E-01,-8.8
9.87E-01,-40.8
9.87E-01,-41.6
9.88E-01,0
9.88E-01,-11.2
9.88E-01,13.6
9.89E-01,23.2
9.89E-01,2.4
9.90E-01,-36.8
9.90E-01,-25.6
9.90E-01,-10.4
9.91E-01,9.6
9.91E-01,36
9.92E-01,40.8
9.92E-01,16.8
9.92E-01,20
9.93E-01,3.2
9.93E-01,10.4
9.94E-01,0.8
9.94E-01,7.2
9.94E-01,1.6
9.95E-01,-10.4
9.95E-01,8
9.96E-01,30.4
9.96E-01,19.2
9.96E-01,16.8
9.97E-01,26.4
9.97E-01,12
9.98E-01,2.4
9.98E-01,16
9.98E-01,8
9.99E-01,45.6
9.99E-01,48
1.00E+00,32
1.00E+00,5.6
1.00E+00,20
1.00E+00,-2.4
1.00E+00,-24
1.00E+00,-16
1.00E+00,7.2
1.00E+00,-17.6
1.00E+00,-4.8
1.00E+00,8
1.00E+00,-10.4
1.00E+00,-24
1.00E+00,-18.4
1.00E+00,-19.2
1.01E+00,12.8
1.01E+00,18.4
1.01E+00,-1.6
1.01E+00,-8
1.01E+00,10.4
1.01E+00,-8.8
1.01E+00,-18.4
1.01E+00,-12.8
1.01E+00,-6.4
1.01E+00,12.8
